Gene Name	Mutation Count	Associated Phenotypes
B4416	3	novobiocin:Resistant;paraquat:Sensitive;cccp:Sensitive;azidothymidine:Sensitive;nickel:Resistant;deoxycholate:Resistant;glufosfomycin:Resistant;carbenicillin:Resistant;serine:Resistant;ionizing radiation:Resistant;cold:Sensitive;isoniazid:Sensitive;epinephrine:Resistant
B4141	11	growth:Resistant;heat:Resistant;sodium nitrite:Resistant;aspartate utilization:Resistant;furfural:Resistant
B4418	2	isobutanol:Resistant;ampicillin:Sensitive;bacitracin:Sensitive;hydroxyurea:Sensitive;vancomycin:Sensitive;peroxide:Resistant;egcg:Sensitive;carbenicillin:Sensitive;erythromycin:Sensitive
B4419	8	growth:Resistant;isobutanol:Resistant;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;acetate:Resistant
B4148	16	growth:Resistant;methacrylate:Sensitive;cetrimide:Resistant;cetyldimethylethyl ammonium bromide:Resistant;ionic liquids:Resistant;fucose:Sensitive;cetylpyridinium chloride:Resistant;verapamil:Resistant;cetylpyridinium bromide:Resistant;alkaline:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;glufosfomycin:Sensitive;cobalt:Sensitive
B4149	8	growth:Resistant;amoxicillin:Resistant;a22:Resistant;ampicillin:Resistant;fucose:Sensitive;verapamil:Resistant;nitrofurantoin:Resistant;heat:Resistant;aspartate utilization:Resistant
B2289	6	growth:Resistant;sodium chloride:Sensitive;azithromycin:Sensitive;alkaline:Resistant;chir-090:Resistant;nickel:Sensitive;egcg:Sensitive;chloramphenicol:Sensitive;methyl methanesulfonate:Sensitive;paraquat:Resistant;edta:Sensitive;asparagine utilization:Resistant;erythromycin:Sensitive;acid:Resistant;pyocyanin:Sensitive
ECW_M3792	14	sodium chloride:Resistant
B1372	5	growth:Resistant;tetracycline:Resistant;azidothymidine:Sensitive;hydroxyurea:Sensitive;1-naphthol:Resistant;ethanol:Sensitive;fosfomycin:Sensitive;propidium iodide:Resistant;sulfamonomethoxine:Resistant;methyl methanesulfonate:Sensitive;minocycline:Resistant;mecillinam:Sensitive;benzalkonium chloride:Sensitive;bile:Sensitive
ECW_M2840	6	sodium chloride:Resistant
ECB_00617	7	growth:Resistant
ECB_00616	10	growth:Resistant
ECB_00615	1	growth:Resistant
ECB_00614	3	growth:Resistant
ECB_00612	4	growth:Resistant
ECB_00611	5	growth:Resistant
ECB_00610	2	growth:Resistant
ECB_00619	40	growth:Resistant;heat:Resistant
ECB_00618	3	heat:Resistant
ECW_M4414	5	sodium chloride:Sensitive
ECW_M4412	7	sodium chloride:Sensitive
ECW_M2159	8	sodium chloride:Resistant
ECB_01926	5	growth:Resistant
ECB_01878	8	growth:Resistant
ECB_01879	7	growth:Resistant
ECB_01870	3	growth:Resistant
ECB_01871	3	growth:Resistant
ECB_01872	5	growth:Resistant
ECB_01873	8	growth:Resistant
ECB_01874	3	growth:Resistant
ECB_01875	5	growth:Resistant
ECB_01876	2	growth:Resistant
ECB_01877	9	growth:Resistant
ECW_M0507	4	sodium chloride:Resistant
B2691	1	doxycycline:Sensitive;tobramycin:Resistant;nitrofurantoin:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;tetracycline:Sensitive
164	1	heat:Resistant
ECW_M0506	6	sodium chloride:Sensitive
B2692	1	doxycycline:Sensitive;tobramycin:Resistant;nitrofurantoin:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;tetracycline:Sensitive
ECB_01708	6	growth:Resistant
ECB_01709	6	growth:Resistant
ECB_01702	2	growth:Resistant
ECB_01703	9	growth:Resistant
ECB_01700	7	growth:Resistant
ECB_01701	9	growth:Resistant
ECB_01707	3	growth:Resistant
ECB_01704	2	growth:Resistant
ECB_01705	10	growth:Resistant
INTG'	1	vancomycin:Sensitive;bleomycin:Resistant;oxacillin:Resistant;azetreonam:Sensitive;polymixin b:Sensitive;alkaline:Sensitive;uv radiation:Sensitive;spiramycin:Resistant
ECB_01598	4	growth:Resistant
ECW_M4093	7	sodium chloride:Resistant
HLYD	1	zinc:Resistant
B2759	3	growth:Resistant;doxorubicin:Resistant;methotrexate:Resistant;mops:Sensitive
B2758	1	ciprofloxacin:Resistant;triton x:Sensitive;methotrexate:Resistant;radicicol:Sensitive;anaerobic:Resistant
B1639	4	growth:Resistant;ionizing radiation:Resistant
B1638	6	glycine utilization:Resistant;tetracycline:Resistant;cerulenin:Resistant;succinate:Sensitive;clarythromycin:Resistant;gentamicin:Resistant;radicicol:Resistant;peroxide:Resistant;ceftazidime:Sensitive;ammonia chloride:Sensitive;etda:Sensitive;ethidium bromide:Sensitive;spiramycin:Resistant;n-acetylglucosamine:Sensitive;thiolactomycin:Resistant;bleomycin:Resistant;novobiocin:Sensitive;mitomycin c:Sensitive;bile:Resistant;glucose:Sensitive;oxacillin:Resistant;methyl methanesulfonate:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;a22:Sensitive;polymixin b:Resistant;growth:Resistant;indolicidin:Resistant;acetate:Sensitive;tunicamycin:Resistant;cefoxitin:Sensitive;procaine:Sensitive;copper:Sensitive;norepinephrine:Sensitive;fucose:Sensitive;egta:Resistant;uv radiation:Resistant;chloramphenicol:Resistant;cefaclor:Sensitive;glucosamine:Sensitive;ampicillin:Resistant;trimethoprim:Resistant;bacitracin:Resistant;levofloxacin:Sensitive;cholate:Resistant;deoxycholate:Resistant;maltose:Sensitive;carbenicillin:Sensitive;cccp:Resistant;acid:Sensitive;sds:Sensitive;l-valine:Sensitive;glycerol:Sensitive;isoniazid:Sensitive;iron:Sensitive
B1633	8	growth:Resistant;heat:Resistant;spectinomycin:Resistant;norepinephrine:Sensitive;theophylline:Sensitive
B1632	4	growth:Resistant;glucose:Resistant;itaconate:Resistant;nigericin:Sensitive;ethanol:Resistant;benzalkonium chloride:Sensitive
B1631	3	chir-090:Resistant;clarythromycin:Resistant;theophylline:Sensitive;ceftazidime:Sensitive;phleomycin:Sensitive;bicyclomycin:Resistant;doxycycline:Resistant;cisplatin:Sensitive;fosfomycin:Sensitive;amikacin:Sensitive;trimethoprim:Resistant;growth:Resistant;a22:Resistant;erythromycin:Resistant;etda:Sensitive;benzalkonium chloride:Resistant;puromycin:Resistant;paraquat:Sensitive;cholate:Resistant;chloramphenicol:Resistant;azidothymidine:Resistant;edta:Resistant;sds:Sensitive;taurocholate:Sensitive
B1630	7	sodium chloride:Sensitive;tetracycline:Resistant;nitrofurantoin:Sensitive;trimethoprim:Sensitive;erythromycin:Sensitive;doxorubicin:Sensitive;spiramycin:Resistant;mecillinam:Resistant;puromycin:Sensitive;kanamycin:Sensitive;nalidixic acid:Sensitive;chir-090:Resistant;streptomycin:Sensitive;amikacin:Sensitive;lomefloxacin:Resistant;fusidic acid:Resistant;growth:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;tobramycin:Sensitive;acriflavine:Sensitive;a22:Resistant;sodium chloride:Resistant;fucose:Sensitive;clindamycin:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;propidium iodide:Sensitive;ampicillin:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;sulfamonomethoxine:Sensitive;triclosan:Sensitive;ciprofloxacin:Resistant;azidothymidine:Resistant;bleomycin:Resistant;h2o2:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
B1637	2	growth:Resistant
B1636	4	growth:Resistant;thiolactomycin:Resistant;actinomycin d:Resistant;calcofluor:Sensitive;amoxicillin:Sensitive;hydroxyurea:Sensitive;fucose:Sensitive;cccp:Resistant;oxacillin:Resistant;phleomycin:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;propidium iodide:Sensitive;indolicidin:Resistant;chloropromazine:Sensitive;spiramycin:Resistant;alkaline:Sensitive
B1635	8	growth:Resistant;h2o2:Sensitive;bleomycin:Resistant;edta:Resistant;nigericin:Sensitive;polymixin b:Sensitive;streptomycin:Resistant;heat:Resistant;triton x:Sensitive;doxorubicin:Sensitive
B1634	12	growth:Resistant;sodium chloride:Sensitive;fucose:Sensitive;ethanol:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant
ECB_04231	1	heat:Resistant
B2750	4	succinate:Sensitive;gentamicin:Resistant;bromoacetate:Sensitive;nitrofurantoin:Sensitive;acetate:Sensitive;paraquat:Resistant;procaine:Resistant;n-acetylglucosamine:Sensitive;amoxicillin:Sensitive;cisplatin:Sensitive;glucose:Sensitive;methyl methanesulfonate:Sensitive;spiramycin:Resistant;cecropin b:Sensitive;triton x:Sensitive;cobalt:Sensitive;growth:Resistant;ammonia chloride:Sensitive;tunicamycin:Sensitive;ethanol:Sensitive;copper:Sensitive;norepinephrine:Sensitive;carbenicillin:Sensitive;acid:Sensitive;etda:Sensitive;verapamil:Sensitive;benzalkonium chloride:Sensitive;chir-090:Sensitive;tobramycin:Resistant;maltose:Sensitive;iron:Sensitive;alanine utilization:Resistant;sds:Sensitive;glycerol:Sensitive;glucosamine:Sensitive
SIBABCDE	1	chir-090:Sensitive;streptonigrin:Sensitive;theophylline:Sensitive;nalidixic acid:Sensitive;nickel:Sensitive;norepinephrine:Sensitive;rifampicin:Sensitive;sds:Sensitive
ECB_04233	3	heat:Resistant
ECB_04232	5	heat:Resistant
B2755	3	tetracycline:Resistant;glucosamine:Sensitive;theophylline:Sensitive;nitrofurantoin:Sensitive;sulfamonomethoxine:Resistant;luria-bertani broth:Sensitive;methotrexate:Resistant;spiramycin:Resistant;ceftazidime:Resistant;kanamycin:Sensitive;sulfamethoxazole:Sensitive;doxycycline:Resistant;streptomycin:Sensitive;amikacin:Sensitive;lomefloxacin:Resistant;fusidic acid:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;tobramycin:Sensitive;erythromycin:Resistant;ampicillin:Resistant;carbenicillin:Sensitive;nalidixic acid:Resistant;chloramphenicol:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;ciprofloxacin:Resistant;iron:Sensitive;sds:Sensitive;glycerol:Sensitive;clindamycin:Resistant;piperacillin:Resistant
B2757	2	fucose:Sensitive;fusidic acid:Sensitive;phleomycin:Sensitive;methylglyoxal:Sensitive;amikacin:Sensitive;l-valine:Sensitive
ECB_02756	2	growth:Resistant
B2756	3	growth:Resistant;novobiocin:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;l-valine:Sensitive;azithromycin:Resistant;mops:Sensitive
YMFP'	1	actinomycin d:Sensitive;carbenicillin:Sensitive;cefsulodin:Resistant;nickel:Sensitive;ampicillin:Sensitive
B4051	4	bacitracin:Resistant;cholate:Resistant;amoxicillin:Sensitive;sodium chloride:Resistant;egcg:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;actinomycin d:Resistant
ECB_R00007	2	heat:Resistant
B1890	5	growth:Resistant;acriflavine:Sensitive;hydrolysate:Resistant;fucose:Resistant;phleomycin:Sensitive;l-valine:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive
ECB_03897	22	heat:Resistant
B4604	1	acetate:Resistant
B4606	1	thiolactomycin:Resistant;fusidic acid:Resistant;novobiocin:Sensitive;nickel:Resistant;actinomycin d:Sensitive;chir-090:Resistant;copper:Sensitive;egta:Sensitive;verapamil:Resistant;trimethoprim:Sensitive;ciprofloxacin:Sensitive;taurocholate:Sensitive;minocycline:Resistant;puromycin:Resistant;isoniazid:Sensitive;azithromycin:Resistant;acid:Sensitive
B4601	4	tetracycline:Resistant;chir-090:Resistant;azithromycin:Sensitive;nickel:Resistant;nitrofurantoin:Sensitive;peroxide:Resistant;piperacillin:Sensitive;triclosan:Resistant;fusidic acid:Sensitive;verapamil:Resistant;norfloxacin:Resistant;trimethoprim:Sensitive;heat:Resistant;egcg:Resistant;ethidium bromide:Sensitive;novobiocin:Sensitive;kanamycin:Sensitive;sulfamethoxazole:Sensitive;levulinic acid:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;lomefloxacin:Resistant;amikacin:Resistant;spectinomycin:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;azidothymidine:Sensitive;cisplatin:Resistant;spiramycin:Sensitive;azetreonam:Resistant;erythromycin:Resistant;ampicillin:Resistant;clindamycin:Sensitive;chloramphenicol:Sensitive;acid:Sensitive;nalidixic acid:Resistant;sulfamonomethoxine:Resistant;propidium iodide:Sensitive;taurocholate:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;cholate:Resistant;actinomycin d:Sensitive;dibucaine:Resistant;uv radiation:Sensitive;hydroxyurea:Resistant;egta:Sensitive;cccp:Resistant;minocycline:Sensitive;streptonigrin:Resistant;cold:Sensitive;l-valine:Sensitive;paraquat:Resistant;rifampicin:Resistant;sulfamethoxazole:Resistant
B4602	3	oxacillin:Resistant;taurocholate:Sensitive;peroxide:Resistant;fucose:Sensitive;luria-bertani broth:Sensitive;chloramphenicol:Resistant;azithromycin:Resistant;chloropromazine:Sensitive
VIOB	1	sodium chloride:Resistant
B4608	1	doxycycline:Sensitive;chir-090:Sensitive;spectinomycin:Sensitive;azithromycin:Sensitive;spiramycin:Sensitive;chloramphenicol:Sensitive;minocycline:Sensitive;cobalt:Resistant;edta:Sensitive;d-cycloserine:Resistant;norfloxacin:Sensitive;erythromycin:Sensitive;clarythromycin:Sensitive;tetracycline:Sensitive;ciprofloxacin:Sensitive
VIOA	1	sodium chloride:Resistant
B3460	3	growth:Resistant;heat:Resistant
B3461	32	levulinic acid:Sensitive;growth:Resistant;methylglyoxal:Sensitive;luria-bertani broth:Sensitive;erythromycin:Resistant;geraniol:Sensitive;furfural:Sensitive;heat:Sensitive;furfural:Resistant;butanediol:Sensitive;l-valine:Sensitive;heat:Resistant;fucose:Sensitive;acetate:Resistant;mops:Sensitive
B3462	3	growth:Resistant;heat:Resistant
B3463	4	growth:Resistant;decanoic acid:Sensitive;furfural:Sensitive;butanediol:Sensitive;heat:Resistant;geraniol:Sensitive
B3464	6	growth:Resistant;sodium chloride:Sensitive;citrate:Resistant;itaconate:Resistant;succinate:Resistant;fumarate:Resistant;butanediol:Sensitive;heat:Resistant;malate:Resistant
B3465	5	sodium chloride:Sensitive;doxycycline:Sensitive;deoxycholate:Sensitive;tobramycin:Sensitive;acid:Sensitive;minocycline:Sensitive;ethanol:Resistant;chloramphenicol:Resistant;heat:Resistant;tetracycline:Sensitive
B3466	4	heat:Resistant;triton x:Sensitive;geraniol:Sensitive;fucose:Sensitive
B3467	4	tobramycin:Resistant;ammonia chloride:Sensitive;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;trimethoprim:Resistant
B3468	4	heat:Resistant;mops:Sensitive;ionizing radiation:Resistant;tunicamycin:Resistant;fucose:Sensitive
B3469	11	growth:Resistant;sodium chloride:Sensitive;kanamycin:Resistant;novobiocin:Resistant;zinc:Sensitive;cadmium:Sensitive;nickel:Sensitive;copper:Sensitive;fucose:Sensitive;isoniazid:Resistant;nalidixic acid:Resistant;cecropin b:Sensitive;heat:Resistant;chir-090:Sensitive;cobalt:Sensitive
B0270	4	growth:Resistant
B0271	6	growth:Resistant;l-valine:Sensitive;ampicillin:Sensitive;heat:Sensitive;egcg:Resistant
B0272	6	growth:Resistant;l-valine:Sensitive;mops:Sensitive;methylglyoxal:Sensitive;fucose:Sensitive
B0273	5	growth:Resistant;hydroxyurea:Resistant;mecillinam:Resistant;verapamil:Sensitive;cobalt:Resistant;uv radiation:Sensitive;cecropin b:Resistant;paraquat:Sensitive
B0274	4	growth:Resistant
B0275	4	growth:Resistant
B0276	5	growth:Resistant;bacitracin:Resistant;cefoxitin:Resistant;bicyclomycin:Resistant;triton x:Resistant;amoxicillin:Sensitive;cisplatin:Sensitive;uv radiation:Resistant;verapamil:Resistant;trimethoprim:Sensitive;erythromycin:Resistant;propidium iodide:Sensitive;cholate:Resistant;clarythromycin:Resistant
B0277	5	growth:Resistant;nitrofurantoin:Resistant
B0278	6	growth:Resistant;cholate:Sensitive;paraquat:Resistant;asparagine utilization:Resistant;bicyclomycin:Sensitive;chloropromazine:Sensitive
B0279	5	growth:Resistant;ciprofloxacin:Resistant
B4078	13	tobramycin:Resistant;fucose:Sensitive;nalidixic acid:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;cefixime:Resistant;vancomycin:Resistant
ECW_M2308	6	sodium chloride:Sensitive
B4079	10	growth:Resistant;tobramycin:Resistant;hydroxyurea:Resistant;triclosan:Resistant;alanine utilization:Resistant;nitrofurantoin:Resistant;verapamil:Sensitive;heat:Resistant;azithromycin:Resistant
B1552	10	growth:Resistant;amoxicillin:Resistant;glucose:Resistant;norepinephrine:Resistant;nickel:Resistant;chir-090:Resistant;egcg:Sensitive;uv radiation:Sensitive;carbenicillin:Sensitive;methyl methanesulfonate:Sensitive;epinephrine:Sensitive;radicicol:Sensitive;benzalkonium chloride:Resistant;cefsulodin:Sensitive;heat:Resistant;l-serine:Resistant;puromycin:Resistant;n-butanol:Resistant
B1553	13	growth:Resistant;metronidazole:Sensitive;vancomycin:Sensitive;nalidixic acid:Sensitive;bicyclomycin:Sensitive;ionizing radiation:Resistant;heat:Resistant;l-serine:Resistant
B1550	10	taurocholate:Sensitive;alkaline:Resistant;propidium iodide:Resistant;cholate:Sensitive;heat:Resistant;erythromycin:Sensitive;chloropromazine:Sensitive;mitomycin c:Sensitive;phleomycin:Resistant;pms:Sensitive;l-serine:Resistant;fosfomycin:Sensitive;mops:Sensitive;growth:Resistant;acetate:Sensitive;cefoxitin:Resistant;copper:Sensitive;norepinephrine:Sensitive;furfural:Sensitive;egta:Resistant;acid:Sensitive;chir-090:Sensitive;tobramycin:Resistant;chloramphenicol:Sensitive;deoxycholate:Resistant;actinomycin d:Sensitive;thiolactomycin:Sensitive;bleomycin:Resistant;ciprofloxacin:Resistant
B4071	5	alanine utilization:Resistant;growth:Resistant;heat:Resistant
B4076	17	growth:Resistant;glycine utilization:Resistant;tobramycin:Sensitive;actinomycin d:Sensitive;sodium chloride:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;nitrofurantoin:Resistant;l-valine:Sensitive;heat:Resistant;benzoate:Resistant
B4077	18	growth:Resistant;tobramycin:Resistant;azidothymidine:Sensitive;tobramycin:Sensitive;cisplatin:Resistant;cefoxitin:Sensitive;theophylline:Sensitive;alkaline:Resistant;uv radiation:Sensitive;taurocholate:Sensitive;fucose:Sensitive;mecillinam:Resistant;chloramphenicol:Sensitive;methylglyoxal:Sensitive;pms:Sensitive;l-valine:Sensitive;heat:Resistant;bleomycin:Sensitive;benzoate:Resistant;vancomycin:Resistant
B4075	6	growth:Resistant;glycine utilization:Resistant;cholate:Resistant;thiolactomycin:Sensitive;ethanol:Resistant;heat:Resistant
B2733	8	growth:Resistant;tetracycline:Resistant;sodium chloride:Resistant;clarythromycin:Resistant;novobiocin:Sensitive;chloramphenicol:Resistant;ciprofloxacin:Resistant;nitrofurantoin:Sensitive;chir-090:Resistant;erythromycin:Resistant;bleomycin:Resistant;a22:Resistant;trimethoprim:Sensitive;ethanol:Resistant;edta:Sensitive;pms:Sensitive;mecillinam:Sensitive;actinomycin d:Resistant
B2732	2	etda:Resistant;copper:Resistant;cisplatin:Resistant;thiolactomycin:Sensitive;phleomycin:Resistant;luria-bertani broth:Sensitive;azetreonam:Sensitive;cobalt:Resistant;radicicol:Sensitive;edta:Resistant;cecropin b:Resistant;sds:Resistant;mops:Sensitive
B2731	7	growth:Resistant;tobramycin:Resistant;triclosan:Sensitive;1-naphthol:Resistant;doxycycline:Sensitive;sodium chloride:Sensitive;fucose:Sensitive;chloramphenicol:Sensitive;cobalt:Resistant;ionizing radiation:Resistant;methylglyoxal:Sensitive;pms:Sensitive;l-valine:Sensitive;chloropromazine:Sensitive;trimethoprim:Resistant
B2730	5	cerulenin:Resistant;propidium iodide:Resistant;dibucaine:Sensitive;cefsulodin:Sensitive;heat:Resistant;chloropromazine:Sensitive;amoxicillin:Sensitive;streptomycin:Sensitive;cecropin b:Resistant;ciprofloxacin:Sensitive;azidothymidine:Sensitive;cisplatin:Resistant;procaine:Sensitive;fucose:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;levofloxacin:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;triclosan:Sensitive;1-naphthol:Resistant;bile:Sensitive
B2737	3	indolicidin:Resistant;tetracycline:Resistant;nickel:Sensitive;streptonigrin:Sensitive;ceftazidime:Sensitive;phleomycin:Resistant;fosfomycin:Sensitive;norfloxacin:Sensitive;mops:Sensitive;sulfamethoxazole:Resistant;paraquat:Sensitive
B2736	8	sodium chloride:Sensitive;tetracycline:Resistant;nitrofurantoin:Sensitive;fusidic acid:Sensitive;streptomycin:Resistant;spiramycin:Resistant;kanamycin:Resistant;ampicillin:Sensitive;doxycycline:Resistant;ionizing radiation:Resistant;methylglyoxal:Sensitive;paraquat:Sensitive;amikacin:Resistant;ciprofloxacin:Sensitive;growth:Resistant;spectinomycin:Sensitive;tobramycin:Sensitive;cefoxitin:Sensitive;erythromycin:Resistant;isoniazid:Resistant;chloramphenicol:Sensitive;lomefloxacin:Sensitive;nalidixic acid:Resistant;trimethoprim:Resistant;sulfamonomethoxine:Resistant;l-valine:Sensitive;clindamycin:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
